entity_id,entity_type,timestamp,source_ip,geo_location,resource_accessed,auth_method,session_duration,command_sequence,device_fingerprint,label,hour_of_day,day_of_week,is_cold_start,time_since_last_session_hrs,distance_from_last_km,implied_travel_speed_kmh,failed_auth_entity_15m,failed_auth_ip_15m_distinct,is_new_resource,new_resources_last_10,is_off_hours,device_differs,os_differs,mac_differs,firmware_differs,session_duration_z
USE_cac5b68c,User,2023-01-01 13:44:00,112.47.6.185,EU-Central,FileServer,Token,361,NORMAL_OP,macOS|86:d8:20:c5:c3:ef|v3.1,normal,13,6,True,-1.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0.2689317894413861
EDG_07a0ca6e,Edge Device,2023-01-01 13:56:00,154.217.105.169,US-East,API,Biometric,403,NORMAL_OP,Linux|b6:2f:6f:77:0d:65|v4.0,normal,13,6,True,-1.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0.44424052177093615
USE_abf3e3fc,User,2023-01-01 14:48:00,134.102.23.197,EU-Central,API,Password,393,NORMAL_OP,macOS|74:99:ea:a1:25:04|v2.1,normal,14,6,True,1.9333333333333333,0.0,0.0,0,0,0,1,0,0,0,0,0,0.4092749427317314
USE_dc1110c1,User,2023-01-01 14:59:00,7.200.7.191,US-West,Database,Biometric,216,NORMAL_OP,Windows|36:a9:24:79:8e:f8|v4.6,normal,14,6,True,6.666666666666667,0.0,0.0,0,0,1,2,0,0,0,0,0,-0.3669981239054907
USE_14822f53,User,2023-01-01 15:55:00,24.187.226.214,Asia-East,Database,Cert,269,NORMAL_OP,Android|1e:5f:23:22:78:ce|v2.4,normal,15,6,True,-1.0,0.0,0.0,0,0,1,1,0,0,0,0,0,-0.1345547762683564
USE_d0e6e660,User,2023-01-01 16:08:00,14.197.44.73,Asia-South,WebPortal,MFA,333,NORMAL_OP,Linux|42:23:40:41:f3:54|v2.3,normal,16,6,True,-1.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0.14613153031233406
USE_fc3d3348,User,2023-01-01 16:28:00,202.249.44.254,US-East,FileServer,Password,397,NORMAL_OP,Linux|b2:c7:87:e8:92:d8|v3.3,normal,16,6,True,-1.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0.4268178368930245
USE_d0e6e660,User,2023-01-01 16:30:00,14.197.44.73,Asia-South,WebPortal,MFA,252,NORMAL_OP,Linux|42:23:40:41:f3:54|v2.3,normal,16,6,True,0.36666666666666664,0.0,0.0,0,0,0,1,0,0,0,0,0,-0.2091120764538523
USE_c0e9ab30,User,2023-01-01 16:48:00,209.224.87.90,Asia-East,Database,Token,281,NORMAL_OP,macOS|36:79:55:d0:f8:f6|v5.8,normal,16,6,True,8.25,0.0,0.0,0,0,0,1,0,0,0,0,0,-0.08192609378447693
USE_fc3d3348,User,2023-01-01 17:30:00,202.249.44.254,US-East,VPN,Password,189,NORMAL_OP,Linux|b2:c7:87:e8:92:d8|v3.3,normal,17,6,True,1.0333333333333334,0.0,0.0,0,0,1,2,0,0,0,0,0,-0.48541265949421947
EDG_c84a7b28,Edge Device,2023-01-01 17:52:00,223.15.228.132,Asia-South,WebPortal,MFA,180,NORMAL_OP,Linux|60:d2:7f:88:51:37|v3.7,normal,17,6,True,6.9,0.0,0.0,0,0,0,1,0,0,0,0,0,-0.5350376540883562
USE_568cc69b,User,2023-01-01 18:04:00,142.166.251.117,US-West,API,Cert,381,NORMAL_OP,Windows|b4:0a:75:70:03:24|v1.1,normal,18,6,True,-1.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0.3566462602478519
SER_47378190,Service Account,2023-01-01 18:11:00,100.43.21.135,US-East,Database,MFA,435,NORMAL_OP,Android|26:03:51:d8:ae:8e|v5.0,normal,18,6,True,6.1,0.0,0.0,0,0,0,1,0,0,0,0,0,0.7891637908298464
USE_d701410d,User,2023-01-01 19:02:00,183.128.248.174,Asia-East,API,MFA,292,NORMAL_OP,Android|12:8d:f8:7a:8c:e1|v3.2,normal,19,6,True,-1.0,0.0,0.0,0,0,1,1,0,0,0,0,0,-0.03368313484092077
USE_6e068097,User,2023-01-01 19:10:00,47.248.75.145,Asia-South,WebPortal,Password,400,NORMAL_OP,EmbeddedOS|e6:41:15:9d:ba:14|v1.0,normal,19,6,True,10.083333333333334,0.0,0.0,0,0,0,1,0,0,0,0,0,0.4399750075139944
USE_568cc69b,User,2023-01-01 19:13:00,142.166.251.117,US-West,API,Cert,336,NORMAL_OP,Windows|b4:0a:75:70:03:24|v1.1,normal,19,6,True,1.15,0.0,0.0,0,0,0,1,0,0,0,0,0,0.1592887009333039
EDG_c7b5b2bc,Edge Device,2023-01-01 20:13:00,43.122.165.36,Asia-South,Database,MFA,235,NORMAL_OP,Linux|e0:d0:4f:79:53:5a|v2.8,normal,20,6,True,-1.0,0.0,0.0,0,0,1,1,0,0,0,0,0,-0.2935116465894276
USE_d701410d,User,2023-01-01 21:01:00,183.128.248.174,Asia-East,VPN,MFA,336,NORMAL_OP,Android|12:8d:f8:7a:8c:e1|v3.2,normal,21,6,True,1.9833333333333334,0.0,0.0,0,0,1,2,0,0,0,0,0,0.1592887009333039
USE_37bb3eec,User,2023-01-01 21:29:00,16.237.197.119,US-East,API,Password,453,NORMAL_OP,Windows|94:1d:1f:a0:1d:19|v4.1,normal,21,6,True,-1.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0.6724183551511287
USE_f2e9702d,User,2023-01-01 21:50:00,57.192.237.141,US-West,FileServer,MFA,296,NORMAL_OP,Windows|aa:a9:a0:3f:99:9e|v5.8,normal,21,6,True,-1.0,0.0,0.0,0,0,1,1,0,0,0,0,0,-0.01614024067962761
USE_d701410d,User,2023-01-01 22:48:00,183.128.248.174,Asia-East,GitLab,MFA,456,NORMAL_OP,Android|12:8d:f8:7a:8c:e1|v3.2,normal,22,6,True,1.7833333333333334,0.0,0.0,0,0,1,3,0,0,0,0,0,0.6855755257720986
USE_83f4a9a9,User,2023-01-01 23:15:00,102.25.2.248,US-East,WebPortal,Password,38,NORMAL_OP,Android|ce:ab:2f:78:9e:73|v2.9,normal,23,6,True,11.05,0.0,0.0,0,0,0,1,0,0,0,0,0,-1.147656914083036
USE_ceb81f9d,User,2023-01-01 23:51:00,61.227.187.108,Asia-East,FileServer,Biometric,382,NORMAL_OP,Windows|5a:d0:61:30:31:dc|v1.8,normal,23,6,True,-1.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0.3610319837881752
USE_83f4a9a9,User,2023-01-02 00:16:00,102.25.2.248,US-East,GitLab,Password,308,NORMAL_OP,Android|ce:ab:2f:78:9e:73|v2.9,normal,0,0,True,1.0166666666666666,0.0,0.0,0,0,1,2,0,0,0,0,0,0.03648844180425185
USE_f2e9702d,User,2023-01-02 00:53:00,57.192.237.141,US-West,FileServer,MFA,270,NORMAL_OP,Windows|aa:a9:a0:3f:99:9e|v5.8,normal,0,0,True,3.05,0.0,0.0,0,0,0,1,0,0,0,0,0,-0.1301690527280331
USE_ac619e63,User,2023-01-02 01:12:00,99.150.194.179,EU-Central,GitLab,Cert,309,NORMAL_OP,macOS|3e:32:1f:ce:ad:37|v4.0,normal,1,0,True,-1.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0.040874165344575136
USE_1d9af659,User,2023-01-02 01:54:00,11.39.14.79,US-East,WebPortal,Token,101,NORMAL_OP,iOS|00:c5:61:82:16:df|v5.7,normal,1,0,True,-1.0,0.0,0.0,0,0,1,1,0,0,0,0,0,-0.8713563310426689
USE_4d71c366,User,2023-01-02 02:38:00,212.249.109.229,US-East,SSH,Password,278,NORMAL_OP,macOS|1c:04:99:35:44:87|v1.0,normal,2,0,True,-1.0,0.0,0.0,0,0,1,1,0,0,0,0,0,-0.0950832644054468
USE_e49d681d,User,2023-01-02 02:49:00,107.108.89.218,EU-Central,Database,Token,335,NORMAL_OP,Linux|b0:29:46:4d:76:c4|v2.7,normal,2,0,True,-1.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0.15490297739298065
USE_6e068097,User,2023-01-02 03:32:00,47.248.75.145,Asia-South,SSH,Password,447,NORMAL_OP,EmbeddedOS|e6:41:15:9d:ba:14|v1.0,normal,3,0,True,8.366666666666667,0.0,0.0,0,0,1,2,0,0,0,0,0,0.6461040139091889
USE_19db3ad0,User,2023-01-02 04:25:00,49.22.42.33,EU-Central,Database,Token,248,NORMAL_OP,Windows|5e:c2:8e:e8:ba:53|v1.6,normal,4,0,True,18.65,0.0,0.0,0,0,0,1,0,0,0,0,0,-0.22665497061514545
EDG_79a28903,Edge Device,2023-01-02 04:45:00,41.113.207.17,Asia-East,API,Password,219,NORMAL_OP,Linux|7e:25:e9:d4:63:c4|v4.9,normal,4,0,True,-1.0,0.0,0.0,0,0,1,1,0,0,0,0,0,-0.3637737578618432
SER_e5d7b875,Service Account,2023-01-02 04:47:00,57.224.83.7,US-East,GitLab,Password,249,NORMAL_OP,iOS|16:cc:b9:70:46:fc|v3.7,normal,4,0,True,-1.0,0.0,0.0,0,0,1,1,0,0,0,0,0,-0.22192455098264277
USE_f2e9702d,User,2023-01-02 05:42:00,57.192.237.141,US-West,FileServer,MFA,391,NORMAL_OP,Windows|aa:a9:a0:3f:99:9e|v5.8,normal,5,0,True,4.816666666666666,0.0,0.0,0,0,0,1,0,0,0,0,0,0.4005034956510848
USE_abf3e3fc,User,2023-01-02 06:39:00,134.102.23.197,EU-Central,API,Password,332,NORMAL_OP,macOS|74:99:ea:a1:25:04|v2.1,normal,6,0,True,15.85,0.0,0.0,0,0,0,1,0,0,0,0,0,0.14174580677201076
USE_76f2dbfe,User,2023-01-02 07:24:00,222.102.248.179,US-West,FileServer,Token,247,NORMAL_OP,Windows|be:a2:e2:da:e4:51|v1.7,normal,7,0,True,-1.0,0.0,0.0,0,0,1,1,0,0,0,0,0,-0.23104069415546874
USE_8a0f4efb,User,2023-01-02 07:34:00,9.239.162.25,Asia-East,FileServer,Cert,351,NORMAL_OP,Android|e6:66:9f:cc:bf:e0|v4.5,normal,7,0,True,-1.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0.22507455403815324
USE_54b4a482,User,2023-01-02 08:30:00,208.160.1.120,Asia-East,FileServer,Password,309,NORMAL_OP,EmbeddedOS|62:ee:d4:1f:69:d7|v5.4,normal,8,0,True,-1.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0.040874165344575136
USE_9360715f,User,2023-01-02 08:58:00,58.209.62.163,US-East,FileServer,Password,396,NORMAL_OP,Windows|c0:c2:f4:03:b4:98|v5.2,normal,8,0,True,-1.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0.42243211335270126
USE_18c26797,User,2023-01-02 09:34:00,88.57.232.68,Asia-East,SSH,Biometric,229,NORMAL_OP,iOS|88:b7:b0:87:16:eb|v2.7,normal,9,0,True,-1.0,0.0,0.0,0,0,1,1,0,0,0,0,0,-0.3099837178812879
USE_35ebd32d,User,2023-01-02 09:43:00,209.160.37.1,EU-Central,API,MFA,267,NORMAL_OP,Linux|e6:af:68:87:fa:80|v4.3,normal,9,0,True,-1.0,0.0,0.0,0,0,1,1,0,0,0,0,0,-0.14332622334900297
USE_54b4a482,User,2023-01-02 10:41:00,208.160.1.120,Asia-East,SSH,Password,260,NORMAL_OP,EmbeddedOS|62:ee:d4:1f:69:d7|v5.4,normal,10,0,True,2.183333333333333,0.0,0.0,0,0,1,2,0,0,0,0,0,-0.174026288131266
USE_6e068097,User,2023-01-02 11:09:00,47.248.75.145,Asia-South,SSH,Password,153,NORMAL_OP,EmbeddedOS|e6:41:15:9d:ba:14|v1.0,normal,11,0,True,7.616666666666666,0.0,0.0,0,0,0,2,0,0,0,0,0,-0.6432987069458579
USE_cac5b68c,User,2023-01-02 11:57:00,112.47.6.185,EU-Central,FileServer,Token,329,NORMAL_OP,macOS|86:d8:20:c5:c3:ef|v3.1,normal,11,0,True,22.216666666666665,0.0,0.0,0,0,0,1,0,0,0,0,0,0.1285886361510409
USE_568cc69b,User,2023-01-02 12:46:00,142.166.251.117,US-West,API,Cert,326,NORMAL_OP,Windows|b4:0a:75:70:03:24|v1.1,normal,12,0,True,17.55,0.0,0.0,0,0,0,1,0,0,0,0,0,0.11543146553007104
USE_9360715f,User,2023-01-02 13:36:00,58.209.62.163,US-East,FileServer,Password,300,NORMAL_OP,Windows|c0:c2:f4:03:b4:98|v5.2,normal,13,0,True,4.633333333333334,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0014026534816655419
USE_dc1110c1,User,2023-01-02 14:05:00,190.244.220.47,US-West,SSH,Biometric,276,NORMAL_OP,Windows|36:a9:24:79:8e:f8|v4.6,normal,14,0,True,23.1,0.0,0.0,0,0,1,3,0,0,0,0,0,-0.10385471148609338
USE_8a0f4efb,User,2023-01-02 14:23:00,9.239.162.25,Asia-East,API,Cert,158,NORMAL_OP,Android|e6:66:9f:cc:bf:e0|v4.5,normal,14,0,True,6.816666666666666,0.0,0.0,0,0,1,2,0,0,0,0,0,-0.6213700892442414
USE_19db3ad0,User,2023-01-02 14:32:00,49.22.42.33,EU-Central,Database,Token,257,NORMAL_OP,Windows|5e:c2:8e:e8:ba:53|v1.6,normal,14,0,True,10.116666666666667,0.0,0.0,0,0,0,1,0,0,0,0,0,-0.18718345875223585
USE_e4855aa1,User,2023-01-02 14:42:00,2.124.69.109,Asia-East,FileServer,Token,265,NORMAL_OP,macOS|0c:36:d9:70:5a:ed|v3.6,normal,14,0,True,-1.0,0.0,0.0,0,0,1,1,0,0,0,0,0,-0.15209767042964956
USE_abf3e3fc,User,2023-01-02 15:09:00,134.102.23.197,EU-Central,WebPortal,Password,219,NORMAL_OP,macOS|74:99:ea:a1:25:04|v2.1,normal,15,0,True,8.5,0.0,0.0,0,0,1,2,0,0,0,0,0,-0.3538409532845208
USE_abf3e3fc,User,2023-01-02 15:13:00,134.102.23.197,EU-Central,WebPortal,Password,283,NORMAL_OP,macOS|74:99:ea:a1:25:04|v2.1,normal,15,0,True,0.06666666666666667,0.0,0.0,0,0,0,2,0,0,0,0,0,-0.07315464670383036
USE_14822f53,User,2023-01-02 16:11:00,205.248.63.192,Asia-East,Database,Cert,340,NORMAL_OP,Android|1e:5f:23:22:78:ce|v2.4,normal,16,0,True,24.266666666666666,0.0,0.0,0,0,0,1,0,0,0,0,0,0.1768315950945971
USE_54b4a482,User,2023-01-02 16:48:00,208.160.1.120,Asia-East,FileServer,Password,488,NORMAL_OP,EmbeddedOS|62:ee:d4:1f:69:d7|v5.4,normal,16,0,True,6.116666666666666,0.0,0.0,0,0,0,2,0,0,0,0,0,0.8259186790624438
USE_fc3d3348,User,2023-01-02 17:08:00,202.249.44.254,US-East,WebPortal,Password,317,NORMAL_OP,Linux|b2:c7:87:e8:92:d8|v3.3,normal,17,0,True,23.633333333333333,0.0,0.0,0,0,1,3,0,0,0,0,0,0.07595995366716145
EDG_c84a7b28,Edge Device,2023-01-02 17:56:00,223.15.228.132,Asia-South,WebPortal,MFA,325,NORMAL_OP,Linux|60:d2:7f:88:51:37|v3.7,normal,17,0,True,24.066666666666666,0.0,0.0,0,0,0,1,0,0,0,0,0,0.10171272931791013
USE_b4a69f3c,User,2023-01-02 18:11:00,87.161.60.22,Asia-South,VPN,Password,292,NORMAL_OP,EmbeddedOS|8a:da:04:39:26:4c|v4.5,normal,18,0,True,-1.0,0.0,0.0,0,0,1,1,0,0,0,0,0,-0.03368313484092077
EDG_07a0ca6e,Edge Device,2023-01-02 18:36:00,154.217.105.169,US-East,VPN,Biometric,108,NORMAL_OP,Linux|b6:2f:6f:77:0d:65|v4.0,normal,18,0,True,28.666666666666668,0.0,0.0,0,0,1,2,0,0,0,0,0,-0.8512171548142264
SER_9e8fc965,Service Account,2023-01-02 19:23:00,183.163.80.187,Asia-East,Database,MFA,297,NORMAL_OP,EmbeddedOS|aa:29:d6:a1:85:68|v3.6,normal,19,0,True,-1.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0.039001472710902825
USE_654821d0,User,2023-01-02 20:03:00,3.13.12.34,EU-Central,SSH,Password,306,NORMAL_OP,EmbeddedOS|be:ea:49:87:47:7e|v2.4,normal,20,0,True,-1.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0.02771699472360527
USE_fbc9f87a,User,2023-01-02 20:40:00,166.251.120.39,Asia-South,GitLab,Cert,546,NORMAL_OP,Windows|ba:87:13:37:de:b0|v2.6,normal,20,0,True,-1.0,0.0,0.0,0,0,1,1,0,0,0,0,0,1.0802906444011946
USE_6e0d2648,User,2023-01-02 21:08:00,21.110.28.164,US-West,API,Password,280,NORMAL_OP,macOS|82:a4:ee:e2:e2:6d|v1.9,normal,21,0,True,-1.0,0.0,0.0,0,0,1,1,0,0,0,0,0,-0.08631181732480023
EDG_ae849217,Edge Device,2023-01-02 21:12:00,24.109.174.220,Asia-East,API,MFA,330,NORMAL_OP,Linux|28:88:ae:39:96:de|v4.6,normal,21,0,True,-1.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0.12366963909054
USE_04fc6d82,User,2023-01-02 21:42:00,210.133.45.128,EU-Central,VPN,MFA,296,NORMAL_OP,Android|3c:39:b9:9d:7a:1d|v3.3,normal,21,0,True,-1.0,0.0,0.0,0,0,1,1,0,0,0,0,0,-0.01614024067962761
USE_dc1110c1,User,2023-01-02 22:31:00,7.200.7.191,US-West,SSH,Biometric,183,NORMAL_OP,Windows|36:a9:24:79:8e:f8|v4.6,normal,22,0,True,8.433333333333334,0.0,0.0,0,0,0,3,0,0,0,0,0,-0.5117270007361592
USE_568cc69b,User,2023-01-02 23:25:00,208.220.232.191,US-West,API,Cert,414,NORMAL_OP,Windows|b4:0a:75:70:03:24|v1.1,normal,23,0,True,10.65,0.0,0.0,0,0,0,1,0,0,0,0,0,0.5013751370785204
USE_e49d681d,User,2023-01-03 00:00:00,208.222.5.31,EU-Central,Database,Token,375,NORMAL_OP,Linux|b0:29:46:4d:76:c4|v2.7,normal,0,1,True,21.183333333333334,0.0,0.0,0,0,0,1,0,0,0,0,0,0.3303319190059122
USE_d0e6e660,User,2023-01-03 00:42:00,91.110.100.64,Asia-South,SSH,MFA,379,NORMAL_OP,Linux|42:23:40:41:f3:54|v2.3,normal,0,1,True,32.2,0.0,0.0,0,0,1,2,0,0,0,0,0,0.3478748131672053
USE_54b4a482,User,2023-01-03 00:44:00,208.160.1.120,Asia-East,FileServer,Password,209,NORMAL_OP,EmbeddedOS|62:ee:d4:1f:69:d7|v5.4,normal,0,1,True,7.933333333333334,0.0,0.0,0,0,0,2,0,0,0,0,0,-0.3976981886877537
EDG_07a0ca6e,Edge Device,2023-01-03 01:24:00,154.217.105.169,US-East,SSH,Biometric,440,NORMAL_OP,Linux|b6:2f:6f:77:0d:65|v4.0,normal,1,1,True,6.8,0.0,0.0,0,0,1,3,0,0,0,0,0,0.6067216540883972
USE_d450281c,User,2023-01-03 02:07:00,192.106.87.91,Asia-East,SSH,Biometric,159,NORMAL_OP,Android|a2:8d:16:01:aa:42|v4.3,normal,2,1,True,-1.0,0.0,0.0,0,0,1,1,0,0,0,0,0,-0.6169843657039181
USE_35ebd32d,User,2023-01-03 02:52:00,209.160.37.1,EU-Central,API,MFA,358,NORMAL_OP,Linux|e6:af:68:87:fa:80|v4.3,normal,2,1,True,17.15,0.0,0.0,0,0,0,1,0,0,0,0,0,0.25577461882041624
USE_cac5b68c,User,2023-01-03 03:31:00,112.47.6.185,EU-Central,FileServer,Token,519,NORMAL_OP,macOS|86:d8:20:c5:c3:ef|v3.1,normal,3,1,True,15.566666666666666,0.0,0.0,0,0,0,1,0,0,0,0,0,0.9618761088124657
USE_9360715f,User,2023-01-03 04:24:00,58.209.62.163,US-East,FileServer,Password,200,NORMAL_OP,Windows|c0:c2:f4:03:b4:98|v5.2,normal,4,1,True,14.8,0.0,0.0,0,0,0,1,0,0,0,0,0,-0.4371697005506633
USE_a5e5a5ab,User,2023-01-03 05:02:00,93.140.119.167,US-East,FileServer,Biometric,243,NORMAL_OP,Linux|60:24:57:7d:53:ec|v1.7,normal,5,1,True,-1.0,0.0,0.0,0,0,1,1,0,0,0,0,0,-0.2485835883167619
USE_11c58ef0,User,2023-01-03 05:46:00,216.91.223.249,US-East,GitLab,MFA,309,NORMAL_OP,macOS|1c:8e:b3:cc:a9:0e|v4.7,normal,5,1,True,-1.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0.040874165344575136
SER_9e8fc965,Service Account,2023-01-03 06:32:00,183.163.80.187,Asia-East,API,MFA,249,NORMAL_OP,EmbeddedOS|aa:29:d6:a1:85:68|v3.6,normal,6,1,True,11.15,0.0,0.0,0,0,1,2,0,0,0,0,0,-0.22192455098264277
USE_e4855aa1,User,2023-01-03 07:26:00,2.124.69.109,Asia-East,FileServer,Token,144,NORMAL_OP,macOS|0c:36:d9:70:5a:ed|v3.6,normal,7,1,True,16.733333333333334,0.0,0.0,0,0,0,1,0,0,0,0,0,-0.6827702188087674
USE_e4855aa1,User,2023-01-03 08:16:00,2.124.69.109,Asia-East,Database,Token,306,NORMAL_OP,macOS|0c:36:d9:70:5a:ed|v3.6,normal,8,1,True,0.8333333333333334,0.0,0.0,0,0,1,2,0,0,0,0,0,0.02771699472360527
USE_1d9af659,User,2023-01-03 09:08:00,11.39.14.79,US-East,FileServer,Token,193,NORMAL_OP,iOS|00:c5:61:82:16:df|v5.7,normal,9,1,True,31.233333333333334,0.0,0.0,0,0,1,2,0,0,0,0,0,-0.4678697653329263
USE_fc3d3348,User,2023-01-03 09:43:00,202.249.44.254,US-East,WebPortal,Password,347,NORMAL_OP,Linux|b2:c7:87:e8:92:d8|v3.3,normal,9,1,True,16.583333333333332,0.0,0.0,0,0,0,3,0,0,0,0,0,0.2075316598768601
USE_d453dd32,User,2023-01-03 10:16:00,37.27.79.204,Asia-East,GitLab,MFA,208,NORMAL_OP,EmbeddedOS|c4:b9:62:23:17:74|v4.5,normal,10,1,True,-1.0,0.0,0.0,0,0,1,1,0,0,0,0,0,-0.402083912228077
USE_abf3e3fc,User,2023-01-03 11:09:00,134.102.23.197,EU-Central,WebPortal,Password,454,NORMAL_OP,macOS|74:99:ea:a1:25:04|v2.1,normal,11,1,False,19.933333333333334,0.0,0.0,0,0,0,2,0,0,0,0,0,2.514151226361081
USE_37bb3eec,User,2023-01-03 11:50:00,21.9.176.92,US-East,API,Password,221,NORMAL_OP,Windows|94:1d:1f:a0:1d:19|v4.1,normal,11,1,True,38.35,0.0,0.0,0,0,0,1,0,0,0,0,0,-0.3450695062038742
USE_76f2dbfe,User,2023-01-03 12:00:00,222.102.248.179,US-West,WebPortal,Token,267,NORMAL_OP,Windows|be:a2:e2:da:e4:51|v1.7,normal,12,1,True,28.6,0.0,0.0,0,0,1,2,0,0,0,0,0,-0.14332622334900297
EDG_c7b5b2bc,Edge Device,2023-01-03 12:42:00,43.122.165.36,Asia-South,Database,MFA,381,NORMAL_OP,Linux|e0:d0:4f:79:53:5a|v2.8,normal,12,1,True,40.483333333333334,0.0,0.0,0,0,0,1,0,0,0,0,0,0.34763011877136474
USE_9360715f,User,2023-01-03 13:13:00,58.209.62.163,US-East,FileServer,Password,176,NORMAL_OP,Windows|c0:c2:f4:03:b4:98|v5.2,normal,13,1,True,8.816666666666666,0.0,0.0,0,0,0,1,0,0,0,0,0,-0.5424270655184222
USE_474ebc19,User,2023-01-03 14:08:00,128.241.202.234,EU-Central,GitLab,Password,322,NORMAL_OP,EmbeddedOS|0c:ec:7f:26:e2:32|v3.8,normal,14,1,True,-1.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0.09788857136877789
USE_dc1110c1,User,2023-01-03 15:05:00,7.200.7.191,US-West,SSH,Biometric,430,NORMAL_OP,Windows|36:a9:24:79:8e:f8|v4.6,normal,15,1,True,16.566666666666666,0.0,0.0,0,0,0,3,0,0,0,0,0,0.571546713723693
