event_id,entity_id,timestamp,anomaly_score,predicted_attack_type,confidence,explanation_text,hour_of_day,day_of_week,is_cold_start,time_since_last_session_hrs,distance_from_last_km,implied_travel_speed_kmh,failed_auth_entity_15m,failed_auth_ip_15m_distinct,is_new_resource,new_resources_last_10,is_off_hours,device_differs,os_differs,mac_differs,firmware_differs,session_duration_z
10018,EDG_79a28903,2023-07-29 02:39:08,2.2476212829351425,credential_stuffing,1.0,Flagged by sequence model (Score: 2.25). Matches credential stuffing: 5 distinct entities failed auth from IP 152.2.210.205 in 15m.,2,5,0,3.102222222222222,6481.514733812193,2089.3134886930425,1,5,1,1,0,1,1,1,1,-2.8749433219934772
10022,SER_47378190,2023-07-29 03:28:06,2.2476212829351425,credential_stuffing,1.0,Flagged by sequence model (Score: 2.25). Matches credential stuffing: 4 distinct entities failed auth from IP 18.250.161.235 in 15m.,3,5,0,5.351666666666667,13617.321798108962,2544.501114564116,1,4,1,1,0,1,1,1,1,-2.915028638224636
10026,USE_e49d681d,2023-07-29 03:50:04,2.2476212829351425,credential_stuffing,1.0,Flagged by sequence model (Score: 2.25). Matches credential stuffing: 3 distinct entities failed auth from IP 49.206.115.30 in 15m.,3,5,0,1.4005555555555556,3908.975628393371,2791.017902065874,1,3,1,3,0,1,1,1,1,-2.9674022704217564
10027,EDG_c7b5b2bc,2023-07-29 03:50:06,2.2476212829351425,credential_stuffing,1.0,Flagged by sequence model (Score: 2.25). Matches credential stuffing: 4 distinct entities failed auth from IP 49.206.115.30 in 15m.,3,5,0,1.1833333333333331,9170.278978556677,7749.531531174654,1,4,1,1,0,1,1,1,1,-3.0693093394606046
10028,EDG_ae849217,2023-07-29 03:50:08,1.7476212829351423,credential_stuffing,1.0,Flagged by sequence model (Score: 1.75). Matches credential stuffing: 5 distinct entities failed auth from IP 49.206.115.30 in 15m.,3,5,0,1.4011111111111112,3908.975628393371,2789.9112335876557,1,5,0,0,0,1,1,1,1,-2.679096085956653
10029,USE_bdd640fb,2023-07-29 04:21:00,2.2476212829351425,credential_stuffing,1.0,Flagged by sequence model (Score: 2.25). Matches credential stuffing: 1 distinct entities failed auth from IP 151.158.220.178 in 15m.,4,5,0,10.366666666666667,13617.321798108962,1313.5680191101892,1,1,1,1,0,1,1,1,1,-3.1279377760442486
10031,USE_4d71c366,2023-07-29 04:21:04,2.2476212829351425,credential_stuffing,1.0,Flagged by sequence model (Score: 2.25). Matches credential stuffing: 3 distinct entities failed auth from IP 151.158.220.178 in 15m.,4,5,0,3.7666666666666666,6749.632855877042,1791.9379263390376,1,3,1,2,0,1,1,1,0,-3.4094064594063274
10033,USE_d450281c,2023-07-29 04:21:08,2.2476212829351425,credential_stuffing,1.0,Flagged by sequence model (Score: 2.25). Matches credential stuffing: 5 distinct entities failed auth from IP 151.158.220.178 in 15m.,4,5,0,3.7683333333333335,6749.632855877042,1791.1453841336688,1,5,1,2,0,1,1,1,1,-2.86668723335939
10035,SER_47378190,2023-07-29 04:46:02,2.2476212829351425,credential_stuffing,1.0,Flagged by sequence model (Score: 2.25). Matches credential stuffing: 2 distinct entities failed auth from IP 31.158.15.118 in 15m.,4,5,0,1.298888888888889,9170.278978556677,7060.095021985463,1,2,1,2,0,1,1,1,1,-2.915028638224636
10037,USE_654821d0,2023-07-29 04:46:06,2.2476212829351425,credential_stuffing,1.0,Flagged by sequence model (Score: 2.25). Matches credential stuffing: 4 distinct entities failed auth from IP 31.158.15.118 in 15m.,4,5,0,2.3333333333333335,6481.514733812193,2777.792028776654,1,4,1,2,0,1,1,1,1,-3.0870340261095586
10040,USE_76f2dbfe,2023-07-29 05:18:02,1.7476212829351423,credential_stuffing,1.0,Flagged by sequence model (Score: 1.75). Matches credential stuffing: 2 distinct entities failed auth from IP 32.40.132.217 in 15m.,5,5,0,0.5338888888888889,6554.631799026338,12277.145929497825,1,2,0,1,0,1,1,1,1,-3.343840588436396
10041,USE_e4855aa1,2023-07-29 05:18:04,2.2476212829351425,credential_stuffing,1.0,Flagged by sequence model (Score: 2.25). Matches credential stuffing: 3 distinct entities failed auth from IP 32.40.132.217 in 15m.,5,5,0,3.7827777777777776,12803.922867877813,3384.793826138943,1,3,1,1,0,1,1,1,1,-3.1397044744358595
10042,USE_6e068097,2023-07-29 05:18:06,1.7476212829351423,credential_stuffing,1.0,Flagged by sequence model (Score: 1.75). Matches credential stuffing: 4 distinct entities failed auth from IP 32.40.132.217 in 15m.,5,5,0,4.718333333333334,6749.632855877042,1430.5120853148092,1,4,0,1,0,1,1,1,1,-2.9456900917818114
10045,USE_2095eef6,2023-07-29 06:05:02,2.2476212829351425,credential_stuffing,1.0,Flagged by sequence model (Score: 2.25). Matches credential stuffing: 2 distinct entities failed auth from IP 210.251.4.55 in 15m.,6,5,0,3.6483333333333334,6481.514733812193,1776.568679893703,1,2,1,3,0,1,1,1,1,-2.8268844201467433
10046,USE_d450281c,2023-07-29 06:05:04,2.2476212829351425,credential_stuffing,1.0,Flagged by sequence model (Score: 2.25). Matches credential stuffing: 3 distinct entities failed auth from IP 210.251.4.55 in 15m.,6,5,0,1.7322222222222223,6554.631799026338,3783.943950688713,1,3,1,3,0,1,1,1,1,-2.86668723335939
10047,USE_474ebc19,2023-07-29 06:05:06,1.7476212829351423,credential_stuffing,1.0,Flagged by sequence model (Score: 1.75). Matches credential stuffing: 4 distinct entities failed auth from IP 210.251.4.55 in 15m.,6,5,0,0.785,6554.631799026338,8349.849425511258,1,4,0,1,0,1,1,1,1,-3.0728015293268895
10048,USE_04fc6d82,2023-07-29 06:05:08,2.2476212829351425,credential_stuffing,1.0,Flagged by sequence model (Score: 2.25). Matches credential stuffing: 5 distinct entities failed auth from IP 210.251.4.55 in 15m.,6,5,0,4.568333333333333,6481.514733812193,1418.7919884302505,1,5,1,1,0,1,1,1,1,-2.947860517377417
10049,USE_76f2dbfe,2023-07-29 06:49:00,2.2476212829351425,credential_stuffing,1.0,Flagged by sequence model (Score: 2.25). Matches credential stuffing: 1 distinct entities failed auth from IP 190.171.157.197 in 15m.,6,5,0,1.5161111111111112,6749.632855877042,4451.938124066938,1,1,1,2,0,1,1,1,1,-3.343840588436396
10051,SER_eb1fa9f2,2023-07-29 06:49:04,2.2476212829351425,credential_stuffing,1.0,Flagged by sequence model (Score: 2.25). Matches credential stuffing: 3 distinct entities failed auth from IP 190.171.157.197 in 15m.,6,5,0,2.983888888888889,8444.74023431511,2830.1121619376645,1,3,1,2,0,1,1,1,1,-2.99633559009136
10054,USE_9360715f,2023-07-29 06:56:00,1.7476212829351423,credential_stuffing,1.0,Flagged by sequence model (Score: 1.75). Matches credential stuffing: 1 distinct entities failed auth from IP 150.237.31.6 in 15m.,6,5,0,5.415555555555556,6481.514733812193,1196.8328396452553,1,1,0,1,0,1,0,1,1,-2.934562704464589
10055,USE_54b4a482,2023-07-29 06:56:02,1.7476212829351423,credential_stuffing,1.0,Flagged by sequence model (Score: 1.75). Matches credential stuffing: 2 distinct entities failed auth from IP 150.237.31.6 in 15m.,6,5,0,4.849444444444444,6554.631799026338,1351.6252993753476,1,2,0,1,0,1,1,1,1,-2.7385354185797737
10056,USE_76f2dbfe,2023-07-29 06:56:04,1.7476212829351423,credential_stuffing,1.0,Flagged by sequence model (Score: 1.75). Matches credential stuffing: 3 distinct entities failed auth from IP 150.237.31.6 in 15m.,6,5,0,0.1177777777777777,9408.147374037004,79880.4965720123,2,3,0,2,0,1,0,1,1,-3.343840588436396
10058,SER_9e8fc965,2023-07-29 06:56:08,1.7476212829351423,credential_stuffing,1.0,Flagged by sequence model (Score: 1.75). Matches credential stuffing: 5 distinct entities failed auth from IP 150.237.31.6 in 15m.,6,5,0,2.5838888888888887,6554.631799026338,2536.7312918184066,1,5,0,0,0,1,1,1,1,-2.780820855272718
10062,USE_ceb81f9d,2023-07-29 07:03:06,2.2476212829351425,credential_stuffing,1.0,Flagged by sequence model (Score: 2.25). Matches credential stuffing: 4 distinct entities failed auth from IP 168.203.161.106 in 15m.,7,5,0,4.618333333333333,6481.514733812193,1403.431555498851,1,4,1,2,0,1,1,1,1,-2.8401409906487003
10064,USE_d0e6e660,2023-07-29 07:20:00,2.2476212829351425,credential_stuffing,1.0,Flagged by sequence model (Score: 2.25). Matches credential stuffing: 1 distinct entities failed auth from IP 118.223.209.113 in 15m.,7,5,0,3.5,9170.278978556677,2620.07970815905,1,1,1,2,0,1,1,1,1,-3.0378897151068727
10065,USE_bdd640fb,2023-07-29 07:20:02,2.2476212829351425,credential_stuffing,1.0,Flagged by sequence model (Score: 2.25). Matches credential stuffing: 2 distinct entities failed auth from IP 118.223.209.113 in 15m.,7,5,0,2.983888888888889,6554.631799026338,2196.674220489184,1,2,1,2,0,1,1,1,1,-3.1279377760442486
10069,USE_ceb81f9d,2023-07-29 07:26:00,2.2476212829351425,credential_stuffing,1.0,Flagged by sequence model (Score: 2.25). Matches credential stuffing: 1 distinct entities failed auth from IP 175.245.45.28 in 15m.,7,5,0,0.3816666666666666,9408.147374037004,24650.16779223669,1,1,1,3,0,1,1,1,1,-2.8401409906487003
10072,USE_fbc9f87a,2023-07-29 07:26:06,2.2476212829351425,credential_stuffing,1.0,Flagged by sequence model (Score: 2.25). Matches credential stuffing: 4 distinct entities failed auth from IP 175.245.45.28 in 15m.,7,5,0,10.135,9408.147374037004,928.282918010558,1,4,1,1,0,1,1,1,1,-2.8782601443733684
10075,USE_76f2dbfe,2023-07-29 08:26:02,2.2476212829351425,credential_stuffing,1.0,Flagged by sequence model (Score: 2.25). Matches credential stuffing: 2 distinct entities failed auth from IP 122.68.204.114 in 15m.,8,5,0,1.3816666666666666,9408.147374037004,6809.274335853079,1,2,1,4,0,1,1,1,1,-3.343840588436396
10076,USE_35ebd32d,2023-07-29 08:26:04,1.7476212829351423,credential_stuffing,1.0,Flagged by sequence model (Score: 1.75). Matches credential stuffing: 3 distinct entities failed auth from IP 122.68.204.114 in 15m.,8,5,0,5.783333333333333,9408.147374037004,1626.7689983925654,1,3,0,1,0,1,1,1,1,-2.9890856794985283
10077,USE_ac619e63,2023-07-29 08:26:06,2.2476212829351425,credential_stuffing,1.0,Flagged by sequence model (Score: 2.25). Matches credential stuffing: 4 distinct entities failed auth from IP 122.68.204.114 in 15m.,8,5,0,6.916111111111111,10992.96784651654,1589.4724173612155,1,4,1,1,0,1,1,1,1,-3.4058204846346425
10079,USE_1d9af659,2023-07-29 08:40:00,1.7476212829351423,credential_stuffing,1.0,Flagged by sequence model (Score: 1.75). Matches credential stuffing: 1 distinct entities failed auth from IP 40.91.167.249 in 15m.,8,5,0,1.231111111111111,9408.147374037004,7641.996964470491,1,1,0,2,0,1,1,1,1,-3.1130017969907984
10084,USE_d0e6e660,2023-07-29 09:35:00,1.7476212829351423,credential_stuffing,1.0,Flagged by sequence model (Score: 1.75). Matches credential stuffing: 1 distinct entities failed auth from IP 1.248.126.53 in 15m.,9,5,0,2.25,9408.147374037004,4181.398832905335,1,1,0,2,0,1,0,1,1,-3.0378897151068727
10086,USE_8a0f4efb,2023-07-29 09:35:04,1.7476212829351423,credential_stuffing,1.0,Flagged by sequence model (Score: 1.75). Matches credential stuffing: 2 distinct entities failed auth from IP 1.248.126.53 in 15m.,9,5,0,6.115555555555556,8444.74023431511,1380.8623202913514,1,2,0,1,0,1,1,1,1,-2.7080800462201284
10089,USE_f2e9702d,2023-07-29 09:46:00,2.2476212829351425,credential_stuffing,1.0,Flagged by sequence model (Score: 2.25). Matches credential stuffing: 1 distinct entities failed auth from IP 160.198.72.202 in 15m.,9,5,0,1.0994444444444444,6481.514733812193,5895.263527469403,1,1,1,1,0,1,1,1,1,-3.1113873900027667
10090,USE_35ebd32d,2023-07-29 09:46:02,2.2476212829351425,credential_stuffing,1.0,Flagged by sequence model (Score: 2.25). Matches credential stuffing: 2 distinct entities failed auth from IP 160.198.72.202 in 15m.,9,5,0,1.3327777777777778,10992.96784651654,8248.162619312117,1,2,1,2,0,1,1,1,1,-2.9890856794985283
10092,USE_19db3ad0,2023-07-29 09:46:06,2.2476212829351425,credential_stuffing,1.0,Flagged by sequence model (Score: 2.25). Matches credential stuffing: 4 distinct entities failed auth from IP 160.198.72.202 in 15m.,9,5,0,10.951666666666666,12803.922867877813,1169.1300746806708,1,4,1,1,0,1,1,1,1,-3.1207528385119416
10094,USE_04fc6d82,2023-07-29 09:49:00,2.2476212829351425,credential_stuffing,1.0,Flagged by sequence model (Score: 2.25). Matches credential stuffing: 1 distinct entities failed auth from IP 93.105.201.161 in 15m.,9,5,0,3.7311111111111113,9408.147374037004,2521.5403920885356,1,1,1,2,0,1,1,1,1,-2.947860517377417
10095,USE_2095eef6,2023-07-29 09:49:02,1.7476212829351423,credential_stuffing,1.0,Flagged by sequence model (Score: 1.75). Matches credential stuffing: 2 distinct entities failed auth from IP 93.105.201.161 in 15m.,9,5,0,2.4827777777777778,9408.147374037004,3789.363453404924,1,2,0,3,0,1,1,1,1,-2.8268844201467433
10100,USE_37bb3eec,2023-07-29 10:28:02,1.7476212829351423,credential_stuffing,1.0,Flagged by sequence model (Score: 1.75). Matches credential stuffing: 2 distinct entities failed auth from IP 74.28.102.230 in 15m.,10,5,0,3.648888888888889,9408.147374037004,2578.3595117641,1,2,0,1,0,1,1,1,1,-2.807956441936972
10101,USE_e49d681d,2023-07-29 10:28:04,1.7476212829351423,credential_stuffing,1.0,Flagged by sequence model (Score: 1.75). Matches credential stuffing: 3 distinct entities failed auth from IP 74.28.102.230 in 15m.,10,5,0,6.633333333333334,9170.278978556677,1382.4541173703528,1,3,0,3,0,1,1,1,1,-2.9674022704217564
10102,USE_76f2dbfe,2023-07-29 10:28:06,1.7476212829351423,credential_stuffing,1.0,Flagged by sequence model (Score: 1.75). Matches credential stuffing: 4 distinct entities failed auth from IP 74.28.102.230 in 15m.,10,5,0,2.0344444444444445,9408.147374037004,4624.430713617315,1,4,0,4,0,1,1,1,1,-3.343840588436396
10104,USE_76f2dbfe,2023-07-29 10:51:00,1.7476212829351423,credential_stuffing,1.0,Flagged by sequence model (Score: 1.75). Matches credential stuffing: 1 distinct entities failed auth from IP 16.5.137.132 in 15m.,10,5,0,0.3816666666666666,9408.147374037004,24650.16779223669,1,1,0,4,0,1,1,1,1,-3.343840588436396
10105,USE_abf3e3fc,2023-07-29 10:51:02,2.2476212829351425,credential_stuffing,1.0,Flagged by sequence model (Score: 2.25). Matches credential stuffing: 2 distinct entities failed auth from IP 16.5.137.132 in 15m.,10,5,0,9.33388888888889,10992.96784651654,1177.747879514896,1,2,1,2,0,1,0,1,1,-3.078539932393632
10107,USE_d453dd32,2023-07-29 10:51:06,1.7476212829351423,credential_stuffing,1.0,Flagged by sequence model (Score: 1.75). Matches credential stuffing: 4 distinct entities failed auth from IP 16.5.137.132 in 15m.,10,5,0,8.20111111111111,9408.147374037004,1147.1796012238592,1,4,0,1,0,1,1,1,1,-2.9864444849062366
10109,USE_19db3ad0,2023-07-29 11:25:00,1.7476212829351423,credential_stuffing,1.0,Flagged by sequence model (Score: 1.75). Matches credential stuffing: 1 distinct entities failed auth from IP 199.219.8.130 in 15m.,11,5,0,1.6483333333333334,12803.922867877813,7767.799515396044,1,1,0,1,0,1,1,1,1,-3.1207528385119416
10110,USE_d450281c,2023-07-29 11:25:02,1.7476212829351423,credential_stuffing,1.0,Flagged by sequence model (Score: 1.75). Matches credential stuffing: 2 distinct entities failed auth from IP 199.219.8.130 in 15m.,11,5,0,2.7494444444444444,6554.631799026338,2383.984085319743,1,2,0,5,0,1,1,1,1,-2.86668723335939
10112,SER_9e8fc965,2023-07-29 11:25:06,1.7476212829351423,credential_stuffing,1.0,Flagged by sequence model (Score: 1.75). Matches credential stuffing: 4 distinct entities failed auth from IP 199.219.8.130 in 15m.,11,5,0,4.482777777777778,6554.631799026338,1462.1808449928626,1,4,0,0,0,1,1,1,1,-2.780820855272718
10113,USE_18c26797,2023-07-29 11:25:08,1.7476212829351423,credential_stuffing,1.0,Flagged by sequence model (Score: 1.75). Matches credential stuffing: 5 distinct entities failed auth from IP 199.219.8.130 in 15m.,11,5,0,5.335555555555556,6554.631799026338,1228.481594986194,1,5,0,1,0,1,1,1,1,-2.9473190648597547
10114,SER_c4b032cc,2023-07-29 12:25:00,2.2476212829351425,credential_stuffing,1.0,Flagged by sequence model (Score: 2.25). Matches credential stuffing: 1 distinct entities failed auth from IP 102.135.20.57 in 15m.,12,5,0,3.747777777777778,9170.278978556677,2446.8577173735566,1,1,1,3,0,1,1,1,1,-2.9825570109253308
10115,USE_37bb3eec,2023-07-29 12:25:02,2.2476212829351425,credential_stuffing,1.0,Flagged by sequence model (Score: 2.25). Matches credential stuffing: 2 distinct entities failed auth from IP 102.135.20.57 in 15m.,12,5,0,1.95,9170.278978556677,4702.707168490602,1,2,1,2,0,1,0,1,1,-2.807956441936972
10117,USE_fbc9f87a,2023-07-29 12:25:06,2.2476212829351425,credential_stuffing,1.0,Flagged by sequence model (Score: 2.25). Matches credential stuffing: 4 distinct entities failed auth from IP 102.135.20.57 in 15m.,12,5,0,2.832777777777778,8444.74023431511,2981.0810789894485,1,4,1,3,0,1,0,1,1,-2.8782601443733684
10118,SER_e5d7b875,2023-07-29 12:25:08,2.2476212829351425,credential_stuffing,1.0,Flagged by sequence model (Score: 2.25). Matches credential stuffing: 5 distinct entities failed auth from IP 102.135.20.57 in 15m.,12,5,0,4.984444444444445,8444.74023431511,1694.2189502638428,1,5,1,2,0,1,1,1,1,-2.9044825252557844
10119,USE_04fc6d82,2023-07-29 13:04:00,1.7476212829351423,credential_stuffing,1.0,Flagged by sequence model (Score: 1.75). Matches credential stuffing: 1 distinct entities failed auth from IP 217.168.225.218 in 15m.,13,5,0,3.25,6749.632855877042,2076.810109500628,1,1,0,2,0,1,1,1,1,-2.947860517377417
10120,USE_35ebd32d,2023-07-29 13:04:02,2.2476212829351425,credential_stuffing,1.0,Flagged by sequence model (Score: 2.25). Matches credential stuffing: 2 distinct entities failed auth from IP 217.168.225.218 in 15m.,13,5,0,3.3,12803.922867877813,3879.9766266296406,1,2,1,3,0,1,1,1,1,-2.9890856794985283
10122,USE_d0e6e660,2023-07-29 13:04:06,2.2476212829351425,credential_stuffing,1.0,Flagged by sequence model (Score: 2.25). Matches credential stuffing: 4 distinct entities failed auth from IP 217.168.225.218 in 15m.,13,5,0,3.25,6749.632855877042,2076.810109500628,1,4,1,3,0,1,1,1,1,-3.0378897151068727
10124,USE_fbc9f87a,2023-07-29 13:36:00,1.7476212829351423,credential_stuffing,1.0,Flagged by sequence model (Score: 1.75). Matches credential stuffing: 1 distinct entities failed auth from IP 108.98.98.59 in 15m.,13,5,0,1.1816666666666666,9170.278978556677,7760.461759004238,1,1,0,3,0,1,1,1,1,-2.8782601443733684
10126,USE_04fc6d82,2023-07-29 13:36:04,1.7476212829351423,credential_stuffing,1.0,Flagged by sequence model (Score: 1.75). Matches credential stuffing: 3 distinct entities failed auth from IP 108.98.98.59 in 15m.,13,5,0,0.5344444444444445,6554.631799026338,12264.383823542004,1,3,0,2,0,1,1,1,1,-2.947860517377417
10128,SER_c4b032cc,2023-07-29 13:36:08,1.7476212829351423,credential_stuffing,1.0,Flagged by sequence model (Score: 1.75). Matches credential stuffing: 4 distinct entities failed auth from IP 108.98.98.59 in 15m.,13,5,0,1.1855555555555557,9170.278978556677,7735.005698876296,1,4,0,3,0,1,1,1,1,-2.9825570109253308
10129,USE_d0e6e660,2023-07-29 13:47:00,2.2476212829351425,credential_stuffing,1.0,Flagged by sequence model (Score: 2.25). Matches credential stuffing: 1 distinct entities failed auth from IP 87.17.95.147 in 15m.,13,5,0,0.715,6554.631799026338,9167.31720143544,1,1,1,4,0,1,1,1,1,-3.0378897151068727
10133,SER_eb1fa9f2,2023-07-29 13:47:08,2.2476212829351425,credential_stuffing,1.0,Flagged by sequence model (Score: 2.25). Matches credential stuffing: 5 distinct entities failed auth from IP 87.17.95.147 in 15m.,13,5,0,6.967777777777778,9408.147374037004,1350.2364274650458,1,5,1,3,0,1,1,1,1,-2.99633559009136
10134,USE_bdd640fb,2023-07-29 14:47:00,1.7476212829351423,credential_stuffing,1.0,Flagged by sequence model (Score: 1.75). Matches credential stuffing: 1 distinct entities failed auth from IP 117.243.18.115 in 15m.,14,5,0,7.447777777777778,6481.514733812193,870.2615635433349,1,1,0,2,0,1,1,1,1,-3.1279377760442486
10135,USE_ceb81f9d,2023-07-29 14:47:02,1.7476212829351423,credential_stuffing,1.0,Flagged by sequence model (Score: 1.75). Matches credential stuffing: 2 distinct entities failed auth from IP 117.243.18.115 in 15m.,14,5,0,4.965,10992.96784651654,2214.0922148069567,1,2,0,4,0,1,1,1,1,-2.8401409906487003
10136,USE_4d71c366,2023-07-29 14:47:04,2.2476212829351425,credential_stuffing,1.0,Flagged by sequence model (Score: 2.25). Matches credential stuffing: 3 distinct entities failed auth from IP 117.243.18.115 in 15m.,14,5,0,9.482222222222225,12803.922867877813,1350.30824713968,1,3,1,3,0,1,1,1,1,-3.4094064594063274
10137,USE_04fc6d82,2023-07-29 14:47:06,1.7476212829351423,credential_stuffing,1.0,Flagged by sequence model (Score: 1.75). Matches credential stuffing: 4 distinct entities failed auth from IP 117.243.18.115 in 15m.,14,5,0,1.1833333333333331,6481.514733812193,5477.336394770868,1,4,0,2,0,1,0,1,1,-2.947860517377417
10139,SER_9e8fc965,2023-07-29 15:07:00,1.7476212829351423,credential_stuffing,1.0,Flagged by sequence model (Score: 1.75). Matches credential stuffing: 1 distinct entities failed auth from IP 138.151.246.134 in 15m.,15,5,0,3.6983333333333337,6749.632855877042,1825.0471895115932,1,1,0,0,0,1,1,1,1,-2.780820855272718
10140,SER_eb1fa9f2,2023-07-29 15:07:02,1.7476212829351423,credential_stuffing,1.0,Flagged by sequence model (Score: 1.75). Matches credential stuffing: 2 distinct entities failed auth from IP 138.151.246.134 in 15m.,15,5,0,1.3316666666666668,9408.147374037004,7064.94170766233,1,2,0,3,0,1,1,1,1,-2.99633559009136
10141,USE_35ebd32d,2023-07-29 15:07:04,2.2476212829351425,credential_stuffing,1.0,Flagged by sequence model (Score: 2.25). Matches credential stuffing: 3 distinct entities failed auth from IP 138.151.246.134 in 15m.,15,5,0,2.0505555555555555,6749.632855877042,3291.611796417956,1,3,1,4,0,1,1,1,1,-2.9890856794985283
10144,USE_568cc69b,2023-07-29 15:54:00,2.2476212829351425,credential_stuffing,1.0,Flagged by sequence model (Score: 2.25). Matches credential stuffing: 1 distinct entities failed auth from IP 83.141.118.160 in 15m.,15,5,0,2.115,9408.147374037004,4448.296630750356,1,1,1,3,0,1,1,1,1,-3.283793271827379
10145,USE_bdd640fb,2023-07-29 15:54:02,1.7476212829351423,credential_stuffing,1.0,Flagged by sequence model (Score: 1.75). Matches credential stuffing: 2 distinct entities failed auth from IP 83.141.118.160 in 15m.,15,5,0,1.117222222222222,10992.96784651654,9839.553517518534,1,2,0,2,0,1,1,1,1,-3.1279377760442486
